,country,description,id_,keywords,is_shoppable,language,name,slug,video_url,is_licensed_video,is_community,thumbnail_url,inspired_by,linked_recipes,tags,cook_time,prep_time,total_time,ratings_negative,ratings_positive,score,protein,fat,calories,sugar,carbohydrates,fiber
1997,US,,4402,"baking, best, best ever, buzzfeed, chef, classic, cook, cooking, dominican, dominican republic, easy, easy recipes, food, guatemala, guatemalan, hhm, how to, how to bake, how to cook, latin, latin food, matthew francis, matthew francis johnson, matthew johnson, mexican, mexico, paches, pastel, pastel en hoja, pasteles, pasteles de yuca, perfect, plantains, potato, puerto rican, puerto rico, quick and easy, recipe, recipes, tamal, tamales, tamales recipe, tasty, ultimate, yuca, yum, yummy",True,eng,Dominican Pasteles En Hoja As Made By Julissa Calderon,dominican-pasteles-en-hoja-as-made-by-julissa-calderon,https://vid.tasty.co/output/109686/hls24_1537463153.m3u8,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/a7521772d28a4166a021bcb389106a1a/tamalesfinalFB.jpg,,,"7145248,6953047,1280510,64486,1247780,64503,188967,1247794,65851,1247790,65856,64456,64462,1280503,1280511,65848",0,0,0,5,34,88.0,6.0,7.0,266.0,17.0,46.0,3.0
1998,US,"This Baked Chicken with <a href=""http://mezzettamakesitbetta.com/"">Mezzetta®</a> Castelvetrano Olives and Roasted Red Peppers is unbelievably tasty and easy to throw together.",6572,,False,eng,Baked Chicken With Mezzetta Olives And Roasted Red Peppers,baked-chicken-with-mezzetta-olives-and-roasted-red-peppers,https://vid.tasty.co/output/178812/landscape_480/1600127272,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/282923.jpg,,,"8091918,64467,64505,65848,65846,65410,1247790,1280510,1247788,1280500,64486",0,0,0,1,32,97.0,15.0,20.0,286.0,4.0,11.0,2.0
1999,US,,6579,,False,eng,Hot Honey Pepperoni Flatbread,hot-honey-pepperoni-flatbread,https://vid.tasty.co/output/179373/landscape_480/1600714477,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/7e93425a259946958b929f655d997a90/MCCORMICK_CheesyFlatbread_FB.jpg,,,"8091917,7723151,6477317,1247788,1247793,1247775,1280503,64486,64492,64489,65846,1280500",0,0,0,2,36,95.0,25.0,31.0,679.0,15.0,72.0,2.0
2000,US,,3533,,True,eng,Haile Thomas's “Perfect Pesto Pizza With Sweet Potato Crust”,haile-thomas-s-perfect-pesto-pizza-with-sweet-potato-crust,https://vid.tasty.co/output/81235/landscape_480/1519679400,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/139236.jpg,"{'host': 'hailevthomas.com', 'url': 'https://www.hailevthomas.com/single-post/2017/12/07/PerfectPestoPizza'}",,"64469,64468,64463,8091920,64492,1247788,1247780,1280500,1247785,1280510,64505,64486,1247775,64444,65846,64453,64466,65842",0,0,0,3,36,93.0,12.0,41.0,563.0,11.0,42.0,10.0
2001,US,,4843,"beef brisket, big batch, comfort food, corned beef and cabbage, corned beef sandwich recipe, family dinner, ginger beer, homemade corned beef hash recipe, how to cook, tasty",True,eng,Corned Beef Sandwich,corned-beef-sandwich,https://vid.tasty.co/output/127080/landscape_480/1552416717,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/de60daf0db0e4984888abd024e14e980/OO_Sandwich.jpg,"{'host': 'bonappetit.com', 'url': 'https://www.bonappetit.com/recipe/corned-beef'}",,"64463,8091917,6711300,1247794,1280506,64492,1280501,1280503,1280508,64486,65848",240,10200,15600,11,31,74.0,,,,,,
2002,US,,4060,"bbq chicken, big batch sandwiches, buttermilk, coleslaw, cornbread, easy coleslaw recipe, how to make chicken sandwich, sandwich hack, sandwiches for a crowd, sheet pan sandwiches, summer bbq, tast",True,eng,Sheet Pan BBQ Chicken Cornbread Sandwich,sheet-pan-bbq-chicken-cornbread-sandwich,https://vid.tasty.co/output/98986/landscape_480/1529342042,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/163725.jpg,"{'host': 'tasty.co', 'url': 'https://tasty.co/recipe/skillet-cornbread'}",,"8091920,8091917,65852,64444,1247794,1280510,64492,64503,64486,1280508,1247775,1247780,1280506,1280500,64504,1280501,64475,1247793,1280507,64462,65846",0,0,0,6,35,86.0,26.0,31.0,853.0,58.0,117.0,7.0
2003,US,"For the crispiest fish and chips around, look no further than the air fryer! Don’t forget the tartar sauce and lemon wedges for serving.",7653,,True,eng,Air Fryer Fish & Chips,air-fryer-fish-chips,https://vid.tasty.co/output/210038/landscape_480/1626827754,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/332821.jpg,,,"3801552,64463,8091918,8091917,64489,64486,64505,1280510,1247793,1280507,1280508,64447,64462,6931167",50,20,70,2,35,95.0,33.0,10.0,529.0,3.0,73.0,4.0
2004,US,,6845,,True,eng,Turkey Shepherd’s Pie,turkey-shepherds-pie,https://vid.tasty.co/output/182948/landscape_480/1603754729,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/289589.jpg,,,"64508,64511,64486,64479,1280500,64462,65846,64492",0,0,0,8,35,82.0,23.0,29.0,570.0,8.0,51.0,4.0
2005,US,We made the popular pesto pasta from Pixar’s Luca and it was an instant hit! This dish comes together super quickly and is a great meal to add to your weeknight rotation! ,8161,,True,eng,Luca-Inspired Trenette Al Pesto,luca-inspired-trenette-al-pesto,,False,False,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/52d267eef82e4054b68d0f8ec37e435f.jpeg,,,"64469,8091748,1280506,1280503,64486,64453,64489,1280508,1280501,65848",30,20,50,2,35,95.0,,,,,,
2006,US,,3852,,True,eng,Scalloped Potato–crusted Rib Eye,scalloped-potato-crusted-rib-eye,https://vid.tasty.co/output/93956/landscape_480/1526321808,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/156012.jpg,"{'host': 'surlatable.com', 'url': 'https://www.surlatable.com/product/REC-367862/Beef+Wellington+with+Potato+Crust'}",,"8091918,8091917,64503,1247778,1280507,1280508,65852,1280500,1247788,64462,1280503,188967,64486,64479,1247780,1280501,1280502,64492,64473,1280510,65859,1247790,65848,1247784,65846",0,0,0,2,35,95.0,63.0,54.0,841.0,4.0,26.0,2.0
2007,US,,3760,,True,eng,Chicken Yucca Empanada,chicken-yucca-empanada,https://vid.tasty.co/output/90709/landscape_480/1524514253,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/6bbee9b0450c41dd8a524a84c7a70e18/FINALFINALemp.jpg,,,"188967,64503,64493,65859,64486,1247794,1247788,1280506,1280507,1280508,1247786,1247784,1280512,65856,64462,64457,65848",0,0,0,7,31,82.0,,,,,,
2008,ZZ,,3057,,True,und,BBQ Smoker Pork Ribs,bbq-smoker-pork-ribs,https://vid.tasty.co/output/62778/mp4_640x640/1510938773,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/115993.jpg,,,"64463,1247790,1280506,64501,64475,64462,64488,64444,1247785,64486,1280510,64494,64504",0,0,0,4,32,89.0,21.0,30.0,638.0,47.0,67.0,4.0
2009,US,"In this recipe, fresh pasilla chiles are roasted over an open flame and stuffed with queso fresco, then stewed in a rich, creamy white sauce for a decadent take on a classic Mexican dish.",6712,,True,eng,Chiles Rellenos,chiles-rellenos,,False,False,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/9d56a505fe9043a28d93416a5bef2fc9.jpeg,,,"8091756,64469,8091917,7145248,64511,64462,64486,1280508,2651760,1280506,1280503,64498,1280510,64471,64489,64505,64508,1691103,2651756,64457,65848",33,0,63,34,34,50.0,44.0,73.0,899.0,12.0,16.0,0.0
2010,US,,5396,"buzzfeed, cedar plank, cook, delicious, easy, fresh, grill, grilling, how to, lemon, marinade, salmon, showstopper, summer, swordfish, tasty 101, teach me, trout, whole fish",True,eng,Grilled Cedar Plank Salmon,grilled-cedar-plank-salmon,https://vid.tasty.co/output/137733/hls24_1562001116.m3u8,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/3dd7bf4580dc457e8338999a0d5420b8/BFV56428_Tasty101_GrilledFish_FB.jpg,,,"3801552,64463,8091917,64467,64505,64466,64465,1280510,1247793,64494,64486,1247790,64489,64503",0,0,0,5,34,88.0,27.0,19.0,359.0,11.0,15.0,1.0
2011,US,"Whether served as a side dish or main course, this easy air fryer recipe is a mash-up that’s long overdue. Tender baked potatoes are stuffed with cheesy spinach and artichoke dip, topped with more mozzarella cheese, and popped in the air fryer for a melty finish. Praise hands up for these potatoes!",8002,,True,eng,Air Fryer Spinach And Artichoke-Stuffed Baked Potatoes,air-fryer-spinach-and-artichoke-stuffed-baked-potatoes,https://vid.tasty.co/output/225629/landscape_480/1639100206,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/357217.jpg,,,"64469,8091918,1247794,1280501,1280510,64490,1280507,64486,1280503,1280508,1280506,1247786,6931167,1280500",50,15,65,2,34,95.0,17.0,28.0,465.0,4.0,36.0,4.0
2012,US,,5395,"buzzfeed, cedar plank, cook, delicious, easy, fresh, grill, grilling, how to, lemon, marinade, salmon, showstopper, summer, swordfish, tasty 101, teach me, trout, whole fish",True,eng,Grilled Swordfish,grilled-swordfish,https://vid.tasty.co/output/137733/hls24_1562001116.m3u8,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/d08ae85150034a2d98da55efa9b8416e/BFV56428_Tasty101_GrilledFish_FB.jpg,,,"64469,64468,64463,8091918,8091917,64467,64510,1247790,64503,64471,1247784,64505,1280500,64465,64489,64494,1280510,64486,64508,1247793,64466",0,0,0,8,30,79.0,26.0,14.0,271.0,3.0,14.0,4.0
2013,US,"What’s better than summer corn at its peak? Try adding it to creamy risotto and you’ll be blown away. Creamy herb cheese is stirred in at the end to add richness and flavor. It’s simple, comes together quickly, and is an amazing side or even main dish for those cool summer nights.",7751,,True,eng,End Of Summer Corn Risotto,end-of-summer-corn-risotto,,False,False,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/dde1c7e42be54f56861396afa2b23985.jpeg,,,"8091748,8091747,64508,64486,1280507,65848,1280506,1247786,1247787,64505,64462,64489,1280508,64510,64453,188967",30,10,45,2,30,94.0,,,,,,
2014,US,"Food truck Burritos Feliz Philly shares how to make birria at home! Serve the stewed meat in tacos, quesa-birria, or burritos with the broth (consomé) alongside for dipping, or serve the birria and broth as a stew garnished with cilantro and onion.",7745,,True,eng,Birria Tacos As Made By Burrito Feliz Philly,birria-tacos-as-made-by-burrito-feliz-philly,,False,False,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/4c7ea5489a6a4871ba38f0b9c8949f91.jpeg,,,"8091920,8091917,1280508,64505,65838,1280513,1280506,64489,64457,65848,64501,1280507,64486",240,30,270,3,30,91.0,58.0,31.0,589.0,0.0,18.0,7.0
2015,US,"Get a tantalising taste of <a href=""https://www.visitsingapore.com/dining-drinks-singapore/?cmp=EDC_GMPNowContent-May-Aug_XX_BR_ENG_NA_NA_1x1_NA_BF-RECIPE_BUZZ_SCON_AW_NA_NA"">Singapore</a> for yourself with this spiced bowl of laksa.",6544,"asian, chilli, dinner, hawker food, international, laksa, lunch, noodles, pescatarian, prawns, seafood, shrimp, soup, spicy, street food",False,eng,Singapore Laksa,singapore-laksa,https://vid.tasty.co/output/171149/landscape_480/1592979448,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/271009.jpg,,,"65410,1247786,64505,64489,1247790,1247789,1247794,65851,64462,65848,188967,65842,1280510,64459,64486",0,0,0,3,31,92.0,,,,,,
2016,US,"Succulent pulled pork is made unbelievably tender in the Instant Pot. Pile atop buns with coleslaw, or serve on nachos, salads, rice bowls, or tacos.",7619,,True,eng,Instant Pot Pulled Pork,instant-pot-pulled-pork,https://vid.tasty.co/output/209344/landscape_480/1626212300,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/331812.jpg,,,"64463,64486,64505,1280506,64462,64444,65855,4767336,1280508,64489,1280503",75,10,85,2,31,94.0,6.0,16.0,304.0,20.0,33.0,0.0
2017,US,This quick and easy creamy butternut squash Alfredo will become your new favorite pasta.,7072,", 20 minute 3-course meal, 20 minute italian, 20 minute meals, 20 minute pasta, 20 minute weeknight meals, 3 course meal in 20 minutes, dinner in 20 minutes, easy meals, easy weeknight meals, how to, how to make pasta, italian 3-course dinner, olive garden, steakhouse",True,eng,Butternut Squash Alfredo With Crispy Pancetta And Sage,butternut-squash-alfredo-with-crispy-pancetta-and-sage,https://vid.tasty.co/output/190792/hls24_1610757911.m3u8,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/0cc5a87831094945becec61033edb0e1/BFV74895_20Minmeals_Episode002_YT.jpg,,,"8091748,8091747,64472,8091920,8091917,64505,64500,64471,64486,1280501,64453,64462,65848",20,10,30,7,33,83.0,31.0,85.0,1441.0,13.0,137.0,6.0
2018,US,"One pan meets all your favorite fixings in this easy Thanksgiving feast for two: stuffing, turkey, yams, and green bean casserole. Everything you need for a small, yet delicious, dinner!",6961,,True,eng,One-Pan Thanksgiving Dinner For Two,one-pan-thanksgiving-dinner-for-two,https://vid.tasty.co/output/186422/landscape_480/1606335659,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/295797.jpg,,,"65846,64444,188967,64486,64479,1247790,1280510,1247775,1280500",60,20,90,4,30,89.0,,,,,,
2019,US,"An elevated take on a traditional side dish, these cornbread muffins are made with blue cornmeal and yellow corn kernels for an added touch of sweetness, texture, and color. If that’s not enough, we serve these muffins with delicious herbed honey butter.",5747,"blue corn cornbread muffin, blue cornbread, easy corn bread, fun cornbread ideas, game day appetizers, herbed honey butter, holiday breads, new ways to make muffins, sides to take to a party, tasty",True,eng,Blue Corn Cornbread Muffins,blue-corn-cornbread-muffins,https://vid.tasty.co/output/150807/landscape_480/1573004362,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/241888.jpg,,,"64469,8091748,8091747,8091919,8091916,1247785,1280506,64462,64486,64505,2651754,1247775,64492,1280510,1247784,65851,1247788,64508,188967,2651757,1280513,64511,64490,1280507,1280508,1280500,64444,2651756",20,20,40,9,32,79.0,4.0,2.0,172.0,23.0,33.0,0.0
2020,US,"Tasty’s ultimate lasagna is cheesy, comforting and indulgent. We spent hours upon hours perfecting this recipe to test different techniques, methods, and ingredients and ended up with a dish that has layers of creamy béchamel, rich tomato sauce, and mounds of mozzarella and fontina cheeses. We truly think it’s the best! ",8181,,True,eng,The Best Lasagna ,the-best-lasagna,https://vid.tasty.co/output/235731/landscape_480/1649366898,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/372643.jpg,,,"8091917,1247769,64486,64444,64505,1280503,64492,1247785,65846,65851,1247794,64462,65848,64453",1270,30,1330,2,32,95.0,,,,,,
2021,US,,6484,,False,eng,Chicken Tikka Masala Rice Bites,chicken-tikka-masala-rice-bites,https://vid.tasty.co/output/176382/landscape_480/1597769129,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/278277.jpg,,,"8091920,8091917,64500,188967,65848,65846,64452,64486,1280503,1280501,1247775,1247780,1280500,1280514,1280510",0,0,0,9,28,76.0,39.0,33.0,958.0,12.0,128.0,5.0
2022,US,,7798,"camarones enchilados, enchilado de camarones",True,eng,Cuban Shrimp Creole,cuban-shrimp-creole,https://vid.tasty.co/output/216073/landscape_480/1631647693,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/342434.jpg,,,"3801552,64463,8091917,188967,1247794,64459,65848,64456,64486,7145248,6953048",0,0,0,0,29,100.0,28.0,9.0,400.0,7.0,47.0,4.0
2023,US,"Chef Arnold Myint satisfies his Thai street food craving with these mouth-watering Gai Yang chicken wings. Marinate the chicken overnight for more flavor, then pop them in the oven and serve with a side of sticky rice and crunchy vegetables.",6358,,True,eng,Thai Street Wings As Made By Chef Arnold Myint,thai-street-wings-as-made-by-chef-arnold-myint,,False,False,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/b2f4c995d8ed464fa1f4423eb0e49f68.jpeg,,,"64463,8091917,64460,1280507,1247775,1280506,1280501,64481,64486,65846,1247790,1280503,1280502,1247795,64492,1280508",18,15,1473,8,31,80.0,54.0,51.0,762.0,17.0,22.0,0.0
2024,US,,7132,,True,eng,Cajun Beef And Grits,cajun-beef-and-grits,https://vid.tasty.co/output/194325/landscape_480/1614133693,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/309113.jpg,,,"8091917,65410,188967,64486,1247790,1247788,4767336,3956651",0,0,0,1,31,97.0,42.0,33.0,572.0,13.0,24.0,3.0
2025,US,,4423,"buzzfeed, buzzfeed tasty, comedian, delicious, diverse, diversity, family, food, funny, hispanic, hispanic heritage month, nicaragua, nicaraguan, plantain, refreshing, salad, tajadas, tasty, vigorón, yuca",True,eng,Nicaraguan Vigorón And Tajadas As Made By Cat Alvarado,nicaraguan-vigoron-and-tajadas-as-made-by-cat-alvarado,https://vid.tasty.co/output/110617/landscape_480/1538085179,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/180982.jpg,,,"64469,64468,64463,8091920,8091917,7145248,1691104,64486,1280507,1247790,1280506,1280508,1247788,1247785,1247787,65859,1280514,64503,1280510,64462,1280502,1280503,64456,64471,1280501,65848",0,0,0,3,27,90.0,33.0,12.0,966.0,75.0,199.0,41.0
2026,US,,7506,,True,eng,Cheesy Skillet Ravioli,cheesy-skillet-ravioli,https://vid.tasty.co/output/204822/landscape_480/1622589332,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/325048.jpg,,,"64469,65410,65840,188967,64486,65846,4202175,3956651",0,0,0,2,30,94.0,23.0,17.0,514.0,6.0,67.0,3.0
2027,US,"These are the ultimate wings when you’re willing to go the extra mile. First, they’re dry brined to season them from the inside out and keep them juicy. Next, they’re cooked low and slow in oil and aromatics to make them fall-off-the-bone tender and incredibly moist. Lastly, they’re deep fried for crunch and tossed in a sweet and spicy sauce for that perfect glazed finish. Enjoy!",7070,,True,eng,Sweet And Spicy Sticky Wings,sweet-and-spicy-sticky-wings,https://vid.tasty.co/output/190657/hls24_1610661819.m3u8,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/77bf07e7b0fe47d78de373b5e53e5417/BFV74284_TimeToCookChickenWings_EP_011321_Final_YT.jpg,,,"64463,64492,64481,1280510,1280502,64486,188967,1280506,65846,1247775,1280514,1247788,1247786,65848,1247785,64493,1280500,1280508,64462,1280507",190,30,520,4,30,89.0,,,,,,
2028,US,,7626,,True,eng,Homemade Chicken Noodle Soup,homemade-chicken-noodle-soup,,False,True,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/df8ca9456fba431ca6e03170ddb827c0.jpeg,,,"64463,64471,64505,64486,65848,64462",0,0,0,2,30,94.0,15.0,80.0,1211.0,17.0,101.0,3.0
2029,US,"They may be simple, but chicken cutlets will forever be one of our favorite options for versatile protein. Our recipe combines panko bread crumbs and Parmesan for a final coating that gets perfectly crispy-chewy when pan-fried. Serve the cutlets alongside roasted veggies, sliced atop salads, or between bread for a crispy chicken sandwich–the options are endless!",7603,,True,eng,Chicken Cutlets,chicken-cutlets,https://vid.tasty.co/output/208924/landscape_480/1625789861,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/331251.jpg,,,"8091748,8091747,64472,8091918,8091917,64489,1247793,64486,65859,1280507,64505,64462,1280503,65848,1280508,1280506,1280510,64444",6,20,26,4,26,87.0,46.0,31.0,656.0,2.0,47.0,1.0
2030,US,"Go big or go home! This burger is anything but simple–a burger patty is sandwiched between a mac ‘n’ cheese waffle bun. It gets even cheesier with a mac ‘n’ cheese sauce drizzled on top. Finished with burger sauce, bacon strips, pickle chips for a tangy crunch, and fresh iceberg lettuce, it’s a mouthful of cheesy, meaty goodness.",7496,,True,eng,Mac ‘N’ Cheese Waffle Burgers,mac-n-cheese-waffle-burgers,https://vid.tasty.co/output/204233/landscape_480/1622145627,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/324056.jpg,,easy-one-pot-mac-n-cheese,"1280505,64462,64489,1280507,64486,3956651,1280506,65859,1280508,64504,65838,64501,65848,64444,65840,1280510",50,60,110,7,26,79.0,,,,,,
2031,US,"We’re adding kimchi and Spam to a go-to classic! This dish comes together in a snap and is fully of cheesy, tangy goodness.",6169,,True,eng,Kimchi Quesadilla,kimchi-quesadilla,,False,False,https://img.buzzfeed.com/tasty-app-user-assets-prod-us-east-1/recipes/98a10c6a52d14209846385a4c2aca997.jpeg,,,"8091748,8091747,64472,8091920,8091918,64489,64486,3802077,65859,1247788,1247790,1280507,64444,1280508,1280503,65410,64471,64455,65848",10,10,20,12,27,70.0,23.0,36.0,577.0,5.0,41.0,5.0
2032,US,,7826,,False,eng,Meat Sauce,meat-sauce,https://vid.tasty.co/output/216876/landscape_480/1632323747,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/e76dda2c81614f359d4385e1c388e08b/CAMPBELLS-PREGO_ItalianDinners_PastaNight4Ways_SQ_Hero.jpg,,,"64463,8091920,8091917,188967,64505,64486,1247794,64471,64462,65848",0,0,0,5,29,86.0,47.0,22.0,787.0,10.0,95.0,6.0
2033,US,"This old fashioned-inspired burger features whiskey-caramelized onions, roasted orange mustard, and two smashburger patties. Top with fresh beefsteak tomatoes and shredded iceberg lettuce on toasted burger buns.",7532,,True,eng,Old Fashioned Burger,old-fashioned-burger,https://vid.tasty.co/output/205795/landscape_480/1623356347,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/326655.jpg,,the-classic-old-fashioned,"8091920,8091917,1280500,64486,1280510,1280501,64489,64504,65859,1280508,1280507,64462,1280506,64444,65839,65846,65848,1247787",65,15,90,4,25,87.0,77.0,63.0,1232.0,23.0,73.0,8.0
2034,US,,7963,,False,eng,Roasted Garlic And Herb Pork Roast,roasted-garlic-and-herb-pork-roast,https://vid.tasty.co/output/222943/landscape_480/1637097895,False,False,https://img.buzzfeed.com/video-api-prod/assets/532d7af001d54839acaef75db8e3da01/RoastedGarlicPorkTenderloin_Thumbnail1080X1080.jpg,,,"8091918,8091917,1247788,1247775,1280500,64486,188967,64492,65846,65848",0,0,0,0,25,100.0,30.0,82.0,1032.0,5.0,40.0,2.0
2035,ZZ,,785,"chef dakota weiss, truffle shrimp ravioli",True,eng,Truffle Shrimp Ravioli Pasta By Estrella Sunset & Sweetfin Poké's Chef Dakota Weiss,truffle-shrimp-ravioli-by-estrella-sunset-sweetfin-poke-s-chef-dakota-weiss,https://vid.tasty.co/output/24333/mp4_640x640/1487374126,False,False,https://img.buzzfeed.com/video-api-prod/assets/63f7f7cead0945169485f56599f2d9bf/BFV17081_TruffleShrimpRavioli_-thumb_FB.jpg,,,"1280506,1280514,1247794,1247793,1247787,1280509,1280512,1247796,1247788,1247792,1280508,1280507,64480,64505,64459,64486,64462,65842,65856,64500,64453,65848",0,0,0,14,28,67.0,20.0,33.0,701.0,4.0,80.0,5.0
2036,US,,6970,,False,eng,Taco Mac And Cheese,taco-mac-and-cheese,https://vid.tasty.co/output/186911/landscape_480/1606862899,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/789f9084e3a041e19cfa5d9a7ca86af8/KRAFT_HEINZ_MacAndCheese_BoldMac4Ways_SQ_Hero.jpg,,,"8091917,65846,65848,188967,64486,1247787,1247794,1247786",0,0,0,6,28,83.0,35.0,40.0,703.0,8.0,46.0,2.0
2037,US,"This sweet and savory Puerto Rican dish features ripened plantain boats filled with a delicious beef mixture that’s made with peppers, onions, garlic, and cilantro. It’s topped with creamy mozzarella cheese, and garnished with more cilantro.",7552,,True,eng,Canoas (Stuffed Sweet Plantains),canoas-stuffed-sweet-plantains,https://vid.tasty.co/output/206462/landscape_480/1623880604,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/327764.jpg,,,"1280506,1247788,64505,1280503,64492,65846,1280507,64493,1247785,1247787,64489,65856,64486,65848,64462,1280508,64446",48,15,63,4,28,88.0,,,,,,
2038,US,"If you’re looking for an authentic Creole-Cajun meal, a warm bowl of gumbo is the perfect way to taste what the cuisine has to offer. This seafood filé gumbo recipe will be in your family for generations to come. Use the scraps from chopping the onion, bell pepper, okra, and celery for the gumbo to make the seafood stock.",8129,,True,eng,New Orleans Seafood Filé Gumbo,new-orleans-seafood-file-gumbo,https://vid.tasty.co/output/231788/landscape_480/1645234991,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/366796.jpg,,,"64463,64462,1247790,64503,1280510,1280508,1247793,188967,1280503,64486,64489,1280506,1247794,64444,64459,1280507,1247789,65848",120,30,170,1,28,97.0,,,,,,
2039,US,BlackPink’s Jennie described this pollock roe rice as one of her favorite go-to meals. It’s super simple to put together and packed with flavor.,7131,,True,eng,Pollock Roe Rice As Made By Blackpink’s Jennie,pollock-roe-rice-as-made-by-blackpinks-jennie,https://vid.tasty.co/output/194307/landscape_480/1614125467,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/7e5048c3b76942e28dbbad90082e8607/YT_Final_1.jpg,,,"3801552,64463,8091748,8091747,64500,64471,64489,64505,3802077,1280508,64486,64455",30,5,35,2,26,93.0,3.0,6.0,210.0,24.0,27.0,1.0
2040,US,,4490,,True,eng,Top Chef Junior Pork Bánh Mì Burger,top-chef-junior-pork-banh-mi-burger,https://vid.tasty.co/output/113093/landscape_480/1540401039,False,False,https://img.buzzfeed.com/video-api-prod/assets/c926bb219e094df9b5b79775636fdc8b/topchefjr-porkbeauty.jpg,,,"64463,8091920,8091917,65859,64486,1247787,1247788,1247785,1280510,1280507,1280506,1247770,1280503,1280508,65848",0,0,0,1,27,97.0,40.0,48.0,874.0,32.0,73.0,5.0
2041,US,,7086,,False,eng,Garlicky Chicken With Jeweled Cauliflower Rice,garlicky-chicken-with-jeweled-cauliflower-rice,https://vid.tasty.co/output/191981/landscape_480/1612199195,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/305283.jpg,,,"64463,8091920,8091917,1247794,1280501,1280503,64511,64466,64486,3956651",0,0,0,2,27,94.0,69.0,50.0,888.0,24.0,53.0,15.0
2042,US,,3980,,True,eng,Fajita Burger,fajita-burger,https://vid.tasty.co/output/107006/landscape_480/1535480746,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/76eaddecc3e24c4eabb615bbac700cd9/BFV40105_Multi-FlavorStuffedBurger_FBFINAL.jpg,,,"1280501,1280503,64492,64501,64486,1280500,1280510,1247785,1247775,64504,65846,65856,1280508,64444,1280499",0,0,0,3,24,89.0,,,,,,
2043,US,"Niçoise salad is a classic composed French salad. Hearty enough for a main course, it’s filled with olive oil-packed tuna, runny eggs, tender potatoes and green beans, briny olives, crisp cucumber, and crunchy radishes and drizzled with a tangy Dijon vinaigrette.",7362,,True,eng,Niçoise Salad,nicoise-salad,https://vid.tasty.co/output/202989/landscape_480/1621020652,False,False,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/322006.jpg,,,"3801552,64463,8091748,8091747,8091920,8091917,64489,64505,64486,64449,64466,1280508,1247770,65848,1280510,1280507",25,10,35,4,24,86.0,39.0,36.0,675.0,7.0,50.0,9.0
